0	1	a	the authorized information will be used by the physician performing my surgery and by other individuals as determined by my physician
1	0	a	i and or my physician counselor have signed the informed consent portion of the test order form indicating that we have discussed the items on this document and i will also receive a copy of this consent form
2	1	a	and since this study may involve patients and his her parents information will only be shared with the individual him herself and parents unless the family requests otherwise
3	0	a	afterthe first and the 3lrd dose given 6 months after the first
4	1	a	in order to minimize the risk of unintended release of information shared data and samples will be stripped of all identifiers except for a study code to permit tracking
5	0	a	i have read this entire form
6	0	a	are you taking oral contraceptives or receiving hormonal treatment 13
7	0	a	delete this sub heading if you are certain it does not apply
8	0	a	the qualifying physician has provided the patient or the patient s caregiver a summary of the current research on the efficacy or marijuana to treat the patient s medical condition
9	1	a	i agree to accept blood donated by volunteers i agree to receive only blood that i have banked first
10	1	a	you may be asked sensitive or private questions which you normally do not discuss for randomized studies only the study drug s study approach may not be better and could possibly be worse than the usual approach for your cancer
11	0	a	if a serious allergic reaction occurred it would happen within a few minutes to a few hours after the shot
12	0	a	if you are interested in enrolling in the biobank please go to the link provided on the contact us page to email biobank study staff and they will send you the appropriate materials
13	0	a	while the possibility of this happening is very low you should still be aware of the possibility
14	0	a	anemia which may require blood transfusion diarrhea nausea vomiting difficulty swallowing tiredness bruising bleeding numbness and tingling of the arms and legs increased risk of sunburn occasional some may be serious in 100 people receiving folfox from 4 to 20 may have heart attack chest pain abnormal heartbeat which may cause fainting hearing loss swelling and redness of the eye dry eye mouth skin
15	0	a	or if you join this study and do what is necessary you would receive a check for
16	0	a	please note if you are a family member who has agreed to testing to assist in evaluation of the patient s genetics neither you nor your physician will necessarily receive the results of the test
17	0	a	alternatives one alternative is not to participate or provide specimen to repository
18	0	a	you will also be responsible for any co payments or deductibles required by your insurance
19	1	a	i understand that i am not waiving any of my legal rights by signing this informed consent document
20	1	a	by signing this form you are not waiving any of your legal rights
21	0	a	sometimes people have problems in research studies that make them feel bad
22	0	a	your access to your health information will will not choose will or will not be limited during this study
23	0	a	if in my clinical opinion the adult patient has questionable ability to make his her own health care decisions i discussed the above with the patient and with the patient s legally authorized representative
24	0	a	you may choose hospice palliative and or comfort care a70 are there any consequences to me if i decide to stop participating in this study no
25	0	a	the side effects that other people have experienced so far with the drug device intervention are state here the risks related to the research intervention s itself
26	0	a	delete if not needed attachment 1 details of study schedule and procedures medical college of wisconsin froedtert hospital informed consent for research template a version may 1 2014 irb protocol number enter study
27	0	a	example if you participate in this research you will have the following benefits any interim illnesses will be treated at no charge to you
28	0	a	sometimes fixodent or vaseline placed inside the temporary will help hold it in place
29	0	a	modify this list as appropriate delete or add items as necessary
30	0	a	you may take this document home to read or to discuss with your family members or doctor before deciding to take part in this research study
31	0	a	there is no cost to you for taking part in this project
32	0	a	you will be given a copy of this signed and dated consent form and the research subject s bill of rights to keep
33	0	a	if there is anything that you do not understand please ask questions
34	1	a	we would collect general information related to your health such as test results treatments and doctor s notes
35	0	a	in addition you might have to decide whether or not to discuss the findings with members of your family
36	0	a	information regarding the reliability of positive or negative test results and the level of certainty that a positive test result for that disease or condition serves as a predictor of such disease
37	0	a	in the application you must request a waiver or alteration of consent in the electronic application
38	0	a	signature of parent with legal custody legal guardian date adult patient or emancipated minor patient or other legally authorized representative of patient print name relationship to patient notary acknowledgment only needed if this form is not signed at a children s location
39	1	a	you may not withdraw information that we had before you told us to stop
40	0	a	it is mild easily taken and quickly eliminated by the body
41	0	a	a federal law called the genetic information nondiscrimination act gina generally makes it illegal for health insurance companies group health plans and most employers to discriminate against you based on your genetic information
42	0	a	you have the right 1 to be told about the nature and purpose of the study
43	0	a	tufts medical center tufts university department name agreement to participate in research title of study principal investigator co investigators we are inviting you to take part in a research study we are doing
44	0	a	she will need to know what the study is about the possible risks and benefits of being in this study and what you
45	0	a	if modifying the template language to include other studies is necessary use simple concise lay language
46	1	a	the insert type of scan e g pet ct that you will receive in this study will expose you to low amounts of radiation
47	0	a	you want to be in this study
48	0	a	please indicate if you have any of the following aneurysm clip s
49	1	a	however we can continue to use information we have already started to use in our research as needed to maintain the integrity of the research
50	1	a	if a result or incidental finding that may impact your or your family s health is discovered the finding will be reviewed by a committee to determine if you should be contacted
51	1	a	a registry keeps information about you on file so that other researchers not involved in this particular study may contact you in the future about whether you are interested in being in different research studies
52	1	a	my signature agreeing to take part in the main study notes to consent form authors 1
53	0	a	participation in this study is completely voluntary
54	0	a	to formally withdraw your your child s consent and or revoke your his her authorization we ask that you contact dr
55	0	a	if you receive a bill related to this study please contact dr
56	0	a	if you don t want to be in the study what can you do instead include this section if research intervention occurs during regular school hours
57	0	a	i understand that the nature and purpose of the surgical procedure s indicated to me by the doctor
58	0	a	2 provide a brief phase specific description of the study groups
59	1	a	during your time at uphs any time that tissue is removed as part of your care the removed tissue may be examined in the department of pathology
60	0	a	occasionally for technical reasons it is not possible to produce this type of anesthesia or
61	1	a	this consent form authorizes the administration of multiple doses of a vaccine if medically indicated
62	0	a	you may also need to tell your regular doctors
63	0	a	after your surgery make sure that your healthcare providers clean their hands before examining you either with soap and water or an alcohol based hand rub
64	0	a	however doing so may not be appropriate in all cases for example if identification of the subject as a study participant might put the subject at risk of criminal prosecution or harm to reputation
65	0	a	yes no 5 have you ever been injured by a metallic object or foreign body e g bb bullet shrapnel etc
66	0	a	7 to be given a chance to ask any questions concerning the research study both before agreeing to participate and at any time during the course of the study
67	0	a	it causes a rash itching fever and tiredness
68	0	a	a22 delete this header
69	0	a	u1 6 14 gen consent halifax health patient name medical center of daytona beach 303 n clyde morris blvd daytona beach fl 32114 adm
70	0	a	any additional tissue we take during your procedure will not significantly increase the risk to you
71	0	a	you should not get pregnant while in this study
72	1	a	my tissue data will be stored in a way that does does not directly identify me
73	1	a	to protect your identity we will give your specimen s a code number
74	0	a	i understand that following the procedure during the healing process i should not smoke drink heavily use any drugs not prescribed by my doctor
75	1	a	this test requires dna most often provided from a sample of blood
76	0	a	you would receive these tests procedures and or drugs even if you were not participating in this study
77	1	a	list a specific date on which the authorization will expire e g will end on december 31 2050
78	0	a	a3 if you are native american and agree to participate in this study there may be risks associated with the research that impact your community
79	0	a	include gina language if conducting genetic testing a federal law called the genetic information nondiscrimination act gina generally makes it illegal for health insurance companies group health plans and most employers to discriminate against you based on your genetic information
80	1	a	n i do not consent to the administration of blood blood products due to my religious cultural personal beliefs
81	0	a	standard lettering is used for explanations to researchers only and must not be included in your consent forms
82	0	a	providing a brief description of a usual approach which should not be overly specific or detailed allows the research to be placed into an appropriate context
83	0	a	make sure your health care provider records all your vaccinations on it
84	0	a	if there are no costs to the subject state so
85	0	a	the risks from receiving blood from volunteer or directed donors include i an allergic reaction including hives itching or a rash
86	0	a	o1 date for other the clinical indication for the blood product must be recorded in the patient s medical record unit batch number staff signature checked by staff sign administered by time started completed
87	0	a	be given an explanation of the procedures to be followed in the medical experiment and any drug or device to be utilized be given a description of any attendant discomforts and risks reasonably to be expected be given an explanation of any benefits to the subject reasonably to be expected if applicable
88	1	a	your tissue or sample will always be used first to help make clinical decisions about your care or health
89	1	a	all identifiable information that will be collected about you will be removed from biological samples and replaced with a code
90	0	a	a risk can be thought of as being the possibility that harm may occur
91	0	a	n are you allergic to bees
92	0	a	the address and fax number are on page one of this consent form
93	0	a	telehealth and telehealth consultations i have been advised and understand that telemedicine telehealth involves the use of electronic communication including interactive audio and video to enable health care professionals at different locations to share patient medical information for the purpose of improving patient care
94	1	a	i understand this may also include representatives of companies that sell equipment that may be used in my procedures may also be present and participate
95	1	a	medical records hippa privacy information i hereby acknowledge full and complete consent to and make request for an influenza vaccination
96	0	a	while this alternate text has been endorsed by the irbmed it may not be appropriate for all studies
97	0	a	acceptable terms include payment remuneration reimbursement gift prize token of appreciation etc
98	0	a	if you wish to participate please select the accept button below to begin the survey
99	0	a	signature of person s conducting the informed consent discussion date of signature note to consent form authors and investigators recommendations about attachments to the consent form cf 1
100	0	a	this treatment has been explained to me
101	1	a	you will not be informed if researchers look at your medical records
102	0	a	for how long will mount sinai and queens hospital center be able to use or disclose your protected health information a specific duration can be given but has to be consistent with fda faculty handbook and other guidelines
103	0	a	use the terms samples tissues or specimens as appropriate but consistently after we do tests on tissue in this study some tissue may be left over
104	0	a	i platelets platelets help the blood to clot
105	0	a	7 incomplete removal endoscopic ultrasound with fine needle aspirate injection or fiducial placement 1
106	1	a	placebo during this study there is a xx chance that you will receive a placebo
107	0	a	are there benefits to taking part in the study taking part in this study may or may not make your health better
108	0	a	we cannot promise any benefits to your child from your being in the study
109	0	a	i understand that i may receive separate billing from each of these providers for services rendered
110	0	a	we will protect your privacy to the extent permitted by law
111	0	a	your insurance company might pay these costs but some insurance policies do not cover these costs
112	1	a	all of my questions have been answered to my satisfaction and i consent to the treatment and procedures prescribed for the patient on the treatment plan
113	0	a	i understand that treatment of my child s teeth for which i desire cosmetic dental procedures to be performed may entail certain risks and possible unsuccessful results with even the possibility of failure to achieve the results which may be desired or expected
114	0	a	especially when white blood cell count is low occasional some may be serious in 100 people receiving radiation therapy from 4 to 20 may have thickening and numbness of the skin sores or ulcers on the skin or near the cancer location permanent hair loss bleeding from the skin
115	0	a	all you have to do is tell us you want to stop
116	0	a	talk to your physician or genetic counselor if you have concerns about genetic discrimination prior to testing
117	0	a	neither you nor your health care plan insurance carrier will be billed for the collection of the insert sample type that will be used for this study
118	0	a	legal name title signature date of signature mm dd yy page 18 of 19 consent subtitle consent version
119	1	a	here are just a few of the steps they will take 1 when your sample s is sent to the researchers no information identifying you such as your name will be sent
120	0	a	contacts you can obtain further information from the principal investigator name of principal investigator plus his her degree m d ph d
121	0	a	this is a consent form for research participation
122	0	a	provider will attempt to obtain acknowledgement as soon as practical
123	1	a	your health information may still be used or shared after you withdraw your authorization if you should have an adverse event a bad effect from being in the study
124	0	a	compensation include information on payment or other types of compensation as applicable specifying method and timing of payment e g to thank you for participating in this study you will receive a 20 gift card for after you complete the interview
125	0	a	this assent document applies to examples children ages 7 12 or adults that are unable to legally give informed consent
126	0	a	by signing this document you are not giving up your right to pursue legal action against any and all parties involved with this research
127	0	a	most of the tests procedures and or drugs provided to you are routinely used to treat your illness
128	0	a	does being in the study cost me anything there is no extra cost to you or to your insurance company for being a part of mycode
129	0	a	if you have a research statement and signature line on your irb approved consent form you are required to have the person conducting the consent discussion sign the researcher statement
130	1	a	i understand that my physician surgeon may designate assistants associates residents interns technical assistants and other health care providers as deemed necessary to assist him her with the procedure s listed below
131	0	a	use the following text for all studies you may visit the nci web site at http cancer gov for more information about studies or general information about cancer
132	0	a	inform your nurse if you have stored your own blood even though you have stored your own blood you will not receive that blood unless your physician decides you need a transfusion
133	0	a	what if i decide not to give permission to use and give out my health information you may refuse to sign this authorization form
134	0	a	i understand that additional treatment may be needed later if further problems develop
135	0	a	if testing is performed as a result of study participation for any communicable or infectious diseases reportable by utah state law the following must be addressed in this section refer to http health utah gov epi report html for a current list of utah s reportable diseases o tell the participant about the state reporting
136	1	a	you can have your remaining samples destroyed and tell researchers to stop using your personal medical information
137	1	a	while we work with other researchers that are very professional alld are also concerned about confidentiality we camlot guarantee they are required to follow the same rules
138	0	a	4 in some cases this information could be used to make it harder for you to get or keep a job or insurance
139	1	a	we will make the mri report available to your doctor and if you want we will talk with your private physician or refer you to someone for follow up a11 will there be testing for hiv yes hiv testing will be done during this research study
140	0	a	you will be given a copy of this form to keep for your own records
141	0	a	if you want to speak with someone who is not directly involved in this project or have questions about your rights as a research subject please contact the office for the protection of research subjects
142	0	a	you should also not breastfeed a baby while in this study as the specify experimental procedure investigational treatment experimental drug used in this study could harm a newborn baby
143	0	a	i am satisfied with it and know that it does not include additional post operative x rays injections or anesthetics that may later be necessary to correct any complications
144	0	a	text examples for chemotherapy radiation therapy surgery biologics imaging other studies text example phase 1 first in human novel route combination studies or non randomized phase 2 studies you are being asked to take part in this study because you have insert type of cancer e g advanced pancreas cancer
145	0	a	diarrhea nausea vomiting tiredness headache high blood pressure which may cause blurred vision occasional some may be serious in 100 people receiving bevacizumab from 4 to 20 may have
146	0	a	i agree i am financially responsible to children s for all payment obligations arising out of the medical care services and supplies care provided to the patient during the next year
147	0	a	notice although the hospital may participate in your health plan a physician involved in your care may or may not be a participating provider
148	0	a	include the fol owing three bul ets if your study will not have a contractual agreement with a sponsor to provide compensation for research related il ness or injury
149	0	a	however scientists believe that if you get extra radiation that is more than about 30 year s worth of background radiation there is a chance of having a harmful side effect including causing a new cancer
150	0	a	do you have to be in the study
151	0	a	7 annotated consent document for the texas cancer research biobank there are different kinds of databases some are publicly accessible and some are restricted
152	0	a	what should i do call a doctor or get the person to a doctor right away
153	0	a	although crowns and bridges have a high degree of success it is a biological procedure therefore it cannot be guaranteed
154	0	a	the researchers leading this optional study hope the results will help other people with cancer in the future
155	0	a	if you have any questions about this financial interest please talk to name and telephone number of non financially interested designee
156	0	a	by studying many different kinds of cancer in this way we expect to identify most of the genetic changes associated with different kinds of cancer
157	1	a	i hereby assign to ut southwestern and any practitioner providing care and treatment to me any and all benefits and all interest and rights for services rendered under any insurance policies including but not limited to medicare medicaid tricare or any reimbursement from a pre paid health care plan
158	0	a	if you believe or know you have become pregnant while participating in this research study please contact name and phone number as soon as possible
159	1	a	i consent to my samples being saved for future research
160	0	a	before you sign this form be sure you understand what the study is about including the risks and possible benefits to you
161	0	a	further testing of you and or your family may be needed to confirm your test results which could result in additional expense to you
162	0	a	a repository provides a way for researchers to store samples of tissues for example blood tissue specimens obtained from biopsies and tissues or organs removed during surgery and medical information for example information from your medical record about your condition about a person for future use in research studies
163	0	a	if you believe that your child has sustained an injury as a result of participating in this research program please also contact the investigators and or chief of staff shriners hospitals for children salt lake city hospital at 801 536 3600
164	1	a	furthermore our consent explains that in the event of a returnable result the participant will be contacted to find out if he she wants to learn more preserving the participant s right not to know
165	1	a	it may be given to governmental agencies in other countries where the study drug may be considered for approval
166	0	a	gold coast health public health unit school immunisation program consent form year 7 school class student details surname given names date of birth gender male medicare
167	0	a	do you have any questions you can contact us if you have questions about the study or if you decide you don t want to be in the study any more
168	0	a	single blind trial in a blind trial you will not know which treatment group your child is in
169	0	a	you may discuss any questions about your rights as a research subject in private with a member of the institutional review board irb
170	0	a	you as an individual may or may not be helped by volunteering for a research study
171	0	a	read guidelines for each section complete as applicable for your project and then delete the template guidelines
172	1	a	if you agree to provide us with a sample it becomes the property of
173	0	a	discussion and refusal of treatment patient s name last first date of birth initial i am being provided this information and refusal form
174	0	a	however sometimes other people at cleveland clinic akron general may see or give out your information
175	0	a	therefore you should not assume that these changes are absent or that you are not at risk for having another child with craniosynostosis if we do not notify you of any abnormalities
176	0	a	i understand and read the english language or have had adequate interpretation or translation of this document
177	0	a	if we can predict disease we may be better able to prevent or treat disease
178	0	a	if an emergent situation were to arise the anesthesia team from kaleida health may become involved in my care to safely resolve the emergency situation and to manage my pain
179	0	a	if yes to either question above were you tested to ensure all metal was removed yes no yes surgical implants cardiac pacemaker
180	0	a	your participation in this research is voluntary and you will not be penalized or lose benefits if you refuse to participate or decide to stop
181	0	a	simplified consent for biobanking english citation beskow lm lin l dombeck cb gao e weinfurt kp
182	0	a	depending on the complexity of the study give treatment time points as part of these descriptions or in a table
183	1	a	you do not waive any liability rights for personal injury by signing this form
184	0	a	note include this paragraph if the study is taking place in a school parents please be aware that under the protection of pupils right act 20 u s c
185	0	a	notice the care and treatment received at halifax health facilities may be provided by physicians or other individuals who are agents of the halifax hospital medical center tax district or other governmental body
186	0	a	what if a research related injury occurs the researchers have taken steps to minimize the known or expected risks
187	0	a	informed consent i have been given the opportunity to discuss and ask any questions regarding the nature and purpose of restorative treatment for dental caries and have received answers to my satisfaction
188	0	a	feel free to ask all the questions you want before you decide
189	0	a	if you have any questions concerns or complaints about this research study its procedures risks and benefits or alternative courses of treatment you should ask the protocol director name of protocol director
190	0	a	otherwise delete
191	0	a	unit batch number staff signature checked by staff sign administered by time consent date
192	1	a	in the future researchers can apply for permission to use the specimens data for new studies to prevent diagnose or treat disease including genetic research
193	1	a	your child s information will be available should an emergency arise that would require the treating physician to know this information to best treat your child
194	0	a	modify the following sentence to be consistent with the study for patients who receive the usual approach for this cancer about insert appropriate number out of 100 are free of cancer at five years
195	0	a	make sure that check box titled show readability statistics is selected under when correcting spelling and grammar in word header
196	0	a	d 52 1590951 provides services in az mo nh nv and ri
197	1	a	i consent to the use of my dna sample for research purposes
198	1	a	i agree to have transfusions of blood and other blood products that may be necessary along with the procedure i am having
199	1	a	if a study like this is approved someone from this project will contact you
200	1	a	if my doctor is unavailable or is unable to contact me for some reason i understand that no contact or exchange of information between the repository and me concerning my sample will be possible nor wil it be possible for me to request removal of my sample from the collection once it has been de identified and submitted
201	0	a	i am responsible for paying all co pays and deductibles at the time services are rendered and all costs that have not been paid for by my insurance within 45 days
202	0	a	there is also a small chance that researchers could find something that might be important to your health
203	0	a	we will swipe the inside of the mouth once with this swab and it will not hurt at all
204	0	a	if you have any questions about your participation in this study if you feel you have had a research related injury or a reaction to the study drug or if you have questions concerns or complaints about the research call the 24 hour number also listed on the top of this form at any time to report a research related injury or a health concern possibly related to the study drug
205	0	a	delete this section if not required by the umcirb or facility at which research is conducted
206	0	a	if payment is pro rated examples to be modified there is no payment for being in this study but we will give you a parking voucher for free parking every visit and a gift certificate for
207	1	a	i would would not like to have my doctor s name remain linked to my coded sample in the repository s records
208	1	a	also there are some portions of the genome that the neurome neurological exome test may not capture and sequence sufficiently in your sample s note the doctor ordering the test can request information about how well genes of interest were covered by the neurome neurological exome test
209	0	a	1 2 company or agency sponsoring the study provide the name s of the sponsor s of the study
210	0	a	in fact only 40 out of every 100 people given the malaria drug xyz are completely cured
211	0	a	for example subjects on a drug to treat their diabetes may experience elevated blood sugars unless they switch to another drug
